0,1
-100.4952941,42.8080876
-100.7824624,41.10379019
-87.28555378,36.02295373
-86.45994501,35.89473073
-87.71630618,44.14908649
-87.57272205,44.14908649
-74.75783811,39.14304678
-74.65015001,39.30866816
-74.54246191,39.41017804
-104.4438578,42.75466134
-104.0490014,44.17579962
-103.7259371,44.47498663
-120.5611768,41.50448707
-122.2841864,40.62829656
-123.3610674,43.16070085
-123.0380031,44.06894712
-101.5362791,48.31099144
-103.7259371,48.14537006
-117.7971822,41.39763457
-119.3048156,41.99066596
-119.3048156,41.99600858
-120.3458006,42.25779721
-119.0535434,43.58811086
-117.8689743,42.78137447
-123.0738991,45.61296577
-123.9354039,45.9388659
-123.9354039,45.16418526
-123.8995079,45.71981827
-123.7200277,41.99600858
-124.1507801,41.79833145
-124.043092,41.34955095
-116.8997814,43.97277987
-117.0433655,43.25152548
-117.7253901,40.96488194
-107.1719563,41.7876462
-109.9000549,41.54722807
-110.5461835,41.75559045
-110.7256636,43.32632223
-111.0487279,42.20437096
-110.5461835,41.75024783
-112.4486732,42.90959747
-113.4896582,42.56766947
-113.4896582,42.56232684
-114.4588511,42.64246622
-112.197401,41.70750683
-114.0280987,40.74049168
-111.9102327,40.76720481
-118.4433108,37.89821514
-117.8689743,38.03178076
-94.71603271,31.3534994
-95.07499304,30.34908588
-95.50574544,33.99275619
-95.50574544,33.86987581
-98.62870035,37.01133937
-98.26974002,35.54746009
-98.34153209,35.53677484
-98.37742812,34.73003845
-95.39805734,35.72910935
-95.54164148,35.45663547
-93.24429534,37.1235345
-93.2083993,36.49844736
-86.78300931,37.38532313
-86.42404898,36.91517212
-91.30590953,40.00855205
-89.65469199,39.74142079
-88.57781099,39.09496316
-88.93677132,38.26685627
-89.00856339,37.60437075
-88.90087529,38.27754152
-94.35707237,38.6141269
-94.32117634,37.83410363
-81.6139805,38.37905139
-80.28582726,39.28195503
-81.54218843,39.9978668
-80.75247569,40.0619783
-73.71685314,41.02899344
-73.07072454,41.24804107
-72.67586817,41.67010845
-72.3886999,41.34420832
-78.41923352,40.44130468
-78.52692162,40.05129305
-78.23975335,39.98183892
-77.16287235,38.79043353
-77.48593665,37.58834288
-75.11679844,38.7850909
-74.97321431,38.97208278
-75.08090241,39.83758804
-74.75783811,39.15373203
-72.67586817,41.62736745
-73.07072454,41.24269844
-72.35280387,41.3388657
-73.0348285,41.24269844
-75.90651118,42.13491683
-76.15778341,42.61041047
-75.90651118,42.15094471
-74.00402141,42.79205972
-75.83471911,42.11888896
-75.61934291,41.4243477
-77.73720889,40.93816881
-78.06027319,40.79926056
-71.59898716,43.42783211
-71.70667527,44.1918275
-70.84517046,42.9576811
-71.419507,42.98439422
-72.3886999,43.64687974
-73.17841264,44.45361612
-70.52210616,41.7449052
-71.02465063,42.22574146
-71.70667527,42.51958584
-72.6040761,42.62643834
-77.37824855,42.38602021
-77.12697632,42.19902834
-72.31690783,43.62550924
-72.02973957,44.41621775
-89.94186026,46.47847104
-89.18804356,46.53189729
-86.96248948,45.9388659
-87.32144982,46.47847104
-86.24456881,43.22481235
-86.20867278,43.2354976
-87.89578635,43.0217926
-84.70103937,44.58183913
-84.01901474,43.98880774
-76.76801598,42.07614796
-84.98820764,42.28451034
-84.44976714,42.27916771
-77.66541682,43.04850573
-78.77819386,42.97370897
-79.17305022,42.52492847
-79.71149072,42.24711196
-78.81408989,42.81343022
-78.49102559,35.36581084
